申万三级行业名称,股票代码,股票名称
其他专用设备,688648.SH,中邮科技
其他专用设备,688700.SH,东威科技
其他专用设备,688813.SH,泰金新能
其他专用设备,920026.BJ,卓兆点胶
其他专用设备,920061.BJ,西磁科技
其他专用设备,920080.BJ,奥美森
其他专用设备,920091.BJ,大鹏工业
其他专用设备,920112.BJ,巴兰仕
其他专用设备,920156.BJ,海昌智能
其他专用设备,920177.BJ,恒道科技
其他专用设备,920284.BJ,灵鸽科技
其他专用设备,920455.BJ,汇隆活塞
其他专用设备,920475.BJ,三友科技
其他专用设备,920717.BJ,瑞星股份
其他专用设备,920855.BJ,浙江大农
其他专用设备,920856.BJ,浩淼科技
其他养殖,002321.SZ,华英农业
其他养殖,300313.SZ,天山生物
其他养殖,600965.SH,*ST福成
其他农产品加工,000911.SZ,*ST广糖
其他农产品加工,000930.SZ,中粮科技
其他农产品加工,001338.SZ,永顺泰
其他农产品加工,002086.SZ,东方海洋
其他农产品加工,002286.SZ,保龄宝
其他农产品加工,002481.SZ,双塔食品
其他农产品加工,003030.SZ,祖名股份
其他农产品加工,300138.SZ,晨光生物
其他农产品加工,300268.SZ,佳沃食品
其他农产品加工,600191.SH,华资实业
其他农产品加工,600737.SH,中粮糖业
其他农产品加工,920273.BJ,一致魔芋
其他农产品加工,920371.BJ,欧福蛋业
其他化学制品,000881.SZ,中广核技
其他化学制品,001218.SZ,丽臣实业
其他化学制品,001358.SZ,兴欣新材
其他化学制品,002430.SZ,杭氧股份
其他化学制品,002453.SZ,华软科技
其他化学制品,002455.SZ,百川股份
其他化学制品,002549.SZ,凯美特气
其他化学制品,002591.SZ,恒大高新
其他化学制品,002637.SZ,赞宇科技
其他化学制品,002666.SZ,德联集团
其他化学制品,002802.SZ,洪汇新材
其他化学制品,002809.SZ,红墙股份
其他化学制品,002810.SZ,山东赫达
其他化学制品,002971.SZ,和远气体
其他化学制品,300072.SZ,海新能科
其他化学制品,300109.SZ,新开源
其他化学制品,300163.SZ,先锋新材
其他化学制品,300169.SZ,天晟新材
其他化学制品,300174.SZ,元力股份
其他化学制品,300214.SZ,日科化学
其他化学制品,300405.SZ,科隆股份
其他化学制品,300535.SZ,达威股份
其他化学制品,300596.SZ,利安隆
其他化学制品,300610.SZ,晨化股份
其他化学制品,300637.SZ,扬帆新材
其他化学制品,300641.SZ,正丹股份
其他化学制品,300721.SZ,怡达股份
其他化学制品,300801.SZ,泰和科技
其他化学制品,300910.SZ,瑞丰新材
其他化学制品,301059.SZ,金三江
其他化学制品,301076.SZ,新瀚新材
其他化学制品,301077.SZ,星华新材
其他化学制品,301100.SZ,风光股份
其他化学制品,301149.SZ,隆华新材
其他化学制品,301212.SZ,联盛化学
其他化学制品,301286.SZ,侨源股份
其他化学制品,301373.SZ,凌玮科技
其他化学制品,301518.SZ,长华化学
其他化学制品,301617.SZ,博苑新材
其他化学制品,301688.SZ,格林生物
其他化学制品,600165.SH,宁科生物
其他化学制品,600273.SH,嘉化能源
其他化学制品,600500.SH,中化国际
其他化学制品,603004.SH,鼎龙科技
其他化学制品,603010.SH,万盛股份
其他化学制品,603065.SH,宿迁联盛
其他化学制品,603120.SH,肯特催化
其他化学制品,603125.SH,常青科技
其他化学制品,603181.SH,皇马科技
其他化学制品,603217.SH,元利科技
其他化学制品,603255.SH,鼎际得
其他化学制品,603276.SH,恒兴新材
其他化学制品,603285.SH,键邦股份
其他化学制品,603334.SH,丰倍生物
其他化学制品,603722.SH,阿科力
其他化学制品,603822.SH,ST嘉澳
其他化学制品,603867.SH,新化股份
其他化学制品,603916.SH,苏博特
其他化学制品,603948.SH,建业股份
其他化学制品,605366.SH,宏柏新材
其他化学制品,688065.SH,凯赛生物
其他化学制品,688133.SH,泰坦科技
其他化学制品,688179.SH,阿拉丁
其他化学制品,688196.SH,卓越新能
其他化学制品,688199.SH,久日新材
其他化学制品,688267.SH,中触媒
其他化学制品,688269.SH,凯立新材
其他化学制品,688350.SH,富淼科技
其他化学制品,688357.SH,建龙微纳
其他化学制品,688398.SH,赛特新材
其他化学制品,688602.SH,康鹏科技
其他化学制品,688625.SH,呈和科技
其他化学制品,688659.SH,元琛科技
其他化学制品,920033.BJ,康普化学
其他化学制品,920038.BJ,森合高科
其他化学制品,920099.BJ,瑞华技术
其他化学制品,920193.BJ,吉和昌
其他化学制品,920258.BJ,聚仁新材
其他化学制品,920402.BJ,硅烷科技
其他化学制品,920471.BJ,美邦科技
其他化学制品,920519.BJ,万德股份
其他化学制品,920957.BJ,汉维科技
其他化学制品,920974.BJ,凯大催化
其他化学原料,000691.SZ,亚太实业
其他化学原料,001217.SZ,华尔泰
其他化学原料,002109.SZ,ST兴化
其他化学原料,002648.SZ,卫星化学
其他化学原料,300082.SZ,奥克股份
其他化学原料,300927.SZ,江天化学
其他化学原料,301069.SZ,凯盛新材
其他化学原料,301118.SZ,恒光股份
其他化学原料,301190.SZ,善水科技
其他化学原料,600423.SH,*ST柳化
其他化学原料,600610.SH,中毅达
其他化学原料,600955.SH,维远股份
其他化学原料,603113.SH,金能科技
其他化学原料,603938.SH,三孚股份
其他化学原料,920304.BJ,迪尔化工
其他化学原料,920489.BJ,佳先股份
其他化学纤维,001369.SZ,双欣材料
其他化学纤维,002254.SZ,泰和新材
其他化学纤维,300876.SZ,蒙泰高新
其他化学纤维,300905.SZ,宝丽迪
其他化学纤维,600063.SH,皖维高新
其他化学纤维,688295.SH,中复神鹰
其他化学纤维,688722.SH,同益中
其他化学纤维,920077.BJ,吉林碳谷
其他医疗服务,000504.SZ,南华生物
其他医疗服务,688315.SH,诺禾致源
其他塑料制品,002108.SZ,沧州明珠
其他塑料制品,002825.SZ,纳尔股份
其他塑料制品,300180.SZ,华峰超纤
其他塑料制品,300218.SZ,安利股份
其他塑料制品,300230.SZ,永利股份
其他塑料制品,300243.SZ,瑞丰高材
其他塑料制品,300539.SZ,横河精密
其他塑料制品,300717.SZ,华信新材
其他塑料制品,300920.SZ,润阳科技
其他塑料制品,300980.SZ,祥源新材
其他塑料制品,301019.SZ,宁波色母
其他塑料制品,301090.SZ,华润材料
其他塑料制品,301196.SZ,唯科科技
其他塑料制品,301216.SZ,万凯新材
其他塑料制品,301591.SZ,肯特股份
其他塑料制品,603150.SH,万朗磁塑
其他塑料制品,603330.SH,天洋新材
其他塑料制品,603580.SH,艾艾精工
其他塑料制品,605008.SH,长鸿高科
其他塑料制品,920028.BJ,新恒泰
其他塑料制品,920056.BJ,能之光
其他家居用品,001211.SZ,双枪科技
其他家居用品,001216.SZ,华瓷股份
其他家居用品,001221.SZ,悍高集团
其他家居用品,001356.SZ,富岭股份
其他家居用品,002571.SZ,德力股份
其他家居用品,002615.SZ,哈尔斯
其他家居用品,300640.SZ,德艺文创
其他家居用品,300729.SZ,乐歌股份
其他家居用品,300993.SZ,玉马科技
其他家居用品,301004.SZ,嘉益股份
其他家居用品,301055.SZ,张小泉
其他家居用品,301113.SZ,雅艺科技
其他家居用品,301193.SZ,家联科技
其他家居用品,301501.SZ,恒鑫生活
其他家居用品,301595.SZ,太力科技
其他家居用品,601996.SH,丰林集团
其他家居用品,603021.SH,*ST华鹏
其他家居用品,603195.SH,公牛集团
其他家居用品,603272.SH,*ST联翔
其他家居用品,603615.SH,茶花股份
其他家居用品,603838.SH,*ST四通
其他家居用品,605099.SH,共创草坪
其他家居用品,605155.SH,西大门
其他家居用品,688087.SH,英科再生
其他家居用品,920218.BJ,新天力
其他家电Ⅲ,002614.SZ,奥佳华
其他家电Ⅲ,300247.SZ,融捷健康
其他家电Ⅲ,603579.SH,荣泰健康
其他小金属,000960.SZ,锡业股份
其他小金属,000962.SZ,东方钽业
其他小金属,002149.SZ,西部材料
其他小金属,002167.SZ,东方锆业
其他小金属,002182.SZ,宝武镁业
其他小金属,002428.SZ,云南锗业
其他小金属,002738.SZ,中矿资源
其他小金属,002978.SZ,安宁股份
其他小金属,301026.SZ,浩通科技
其他小金属,600281.SH,华阳新材
其他小金属,600301.SH,华锡有色
其他小金属,600456.SH,宝钛股份
其他小金属,600459.SH,贵研铂业
其他小金属,603407.SH,长裕集团
其他小金属,688750.SH,金天钛业
其他小金属,920068.BJ,天工股份
其他小金属,920071.BJ,金钛股份
其他建材,000055.SZ,方大集团
其他建材,000619.SZ,海螺新材
其他建材,000786.SZ,北新建材
其他建材,001212.SZ,中旗新材
其他建材,002043.SZ,兔宝宝
其他建材,002247.SZ,聚力文化
其他建材,002333.SZ,罗普斯金
其他建材,002398.SZ,垒知集团
其他建材,002652.SZ,扬子新材
其他建材,002718.SZ,友邦吊顶
其他建材,002785.SZ,万里石
其他建材,002791.SZ,坚朗五金
其他建材,300234.SZ,开尔新材
其他建材,301010.SZ,晶雪节能
其他建材,301429.SZ,森泰股份
其他建材,603038.SH,华立股份
其他建材,605318.SH,法狮龙
其他数字媒体,301313.SZ,凡拓数创
其他数字媒体,600640.SH,国脉文化
其他数字媒体,603466.SH,风语筑
其他橡胶制品,001325.SZ,元创股份
其他橡胶制品,002224.SZ,三力士
其他橡胶制品,002381.SZ,双箭股份
其他橡胶制品,300320.SZ,海达股份
其他橡胶制品,300587.SZ,天铁科技
其他橡胶制品,300731.SZ,科创新源
其他橡胶制品,300767.SZ,震安科技
其他橡胶制品,301459.SZ,丰茂股份
其他橡胶制品,603033.SH,三维股份
其他橡胶制品,920098.BJ,科隆新材
其他橡胶制品,920188.BJ,悦龙科技
其他橡胶制品,920225.BJ,利通科技
其他橡胶制品,920665.BJ,科强股份
其他橡胶制品,920694.BJ,中裕科技
其他橡胶制品,920834.BJ,三维装备
其他汽车零部件,000887.SZ,中鼎股份
其他汽车零部件,001311.SZ,多利科技
其他汽车零部件,002101.SZ,广东鸿图
其他汽车零部件,002190.SZ,成飞集成
其他汽车零部件,002328.SZ,新朋股份
其他汽车零部件,002510.SZ,天汽模
其他汽车零部件,002547.SZ,*ST春兴
其他汽车零部件,002765.SZ,蓝黛科技
其他汽车零部件,002921.SZ,联诚精密
其他汽车零部件,002965.SZ,祥鑫科技
其他汽车零部件,002976.SZ,瑞玛精密
其他汽车零部件,002997.SZ,瑞鹄模具
其他汽车零部件,300237.SZ,ST美晨
其他汽车零部件,300473.SZ,德尔股份
其他汽车零部件,300643.SZ,万通智控
其他汽车零部件,300707.SZ,威唐工业
其他汽车零部件,300816.SZ,艾可蓝
其他汽车零部件,300912.SZ,凯龙高科
其他汽车零部件,300926.SZ,博俊科技
其他汽车零部件,300969.SZ,恒帅股份
其他汽车零部件,300998.SZ,宁波方正
其他汽车零部件,301000.SZ,肇民科技
其他汽车零部件,301005.SZ,超捷股份
其他汽车零部件,301022.SZ,海泰科
其他汽车零部件,301181.SZ,标榜股份
其他汽车零部件,301186.SZ,超达装备
其他汽车零部件,301233.SZ,盛帮股份
其他汽车零部件,301298.SZ,东利机械
其他汽车零部件,301535.SZ,浙江华远
其他汽车零部件,301613.SZ,新铝时代
其他汽车零部件,301680.SZ,固德电材
其他汽车零部件,600480.SH,凌云股份
其他汽车零部件,600523.SH,贵航股份
其他汽车零部件,601279.SH,英利汽车
其他汽车零部件,603006.SH,联明股份
其他汽车零部件,603048.SH,浙江黎明
其他汽车零部件,603109.SH,神驰机电
其他汽车零部件,603119.SH,浙江荣泰
其他汽车零部件,603190.SH,亚通精工
其他汽车零部件,603197.SH,保隆科技
其他汽车零部件,603201.SH,常润股份
其他汽车零部件,603210.SH,泰鸿万立
其他汽车零部件,603211.SH,晋拓股份
其他汽车零部件,603239.SH,浙江仙通
其他汽车零部件,603348.SH,文灿股份
其他汽车零部件,603352.SH,至信股份
其他汽车零部件,603358.SH,华达科技
其他汽车零部件,603655.SH,朗博科技
其他汽车零部件,603768.SH,常青股份
其他汽车零部件,603917.SH,合力科技
其他汽车零部件,603922.SH,ST金鸿顺
其他汽车零部件,605018.SH,长华集团
其他汽车零部件,605319.SH,无锡振华
其他汽车零部件,688021.SH,奥福科技
其他汽车零部件,688737.SH,中自科技
其他汽车零部件,920221.BJ,易实精密
其他汽车零部件,920247.BJ,华密新材
其他生物制品,000518.SZ,四环生物
其他生物制品,000534.SZ,万泽股份
其他生物制品,000661.SZ,长春高新
其他生物制品,002581.SZ,*ST未名
其他生物制品,002773.SZ,康弘药业
其他生物制品,300009.SZ,安科生物
其他生物制品,300239.SZ,东宝生物
其他生物制品,300357.SZ,我武生物
其他生物制品,300485.SZ,赛升药业
其他生物制品,301047.SZ,义翘神州
其他生物制品,301080.SZ,百普赛斯
其他生物制品,301166.SZ,优宁维
其他生物制品,301393.SZ,昊帆生物
其他生物制品,600211.SH,西藏药业
其他生物制品,600867.SH,通化东宝
其他生物制品,603087.SH,甘李药业
其他生物制品,603590.SH,康辰药业
其他生物制品,688105.SH,诺唯赞
其他生物制品,688136.SH,科兴制药
其他生物制品,688137.SH,近岸蛋白
其他生物制品,688163.SH,赛伦生物
其他生物制品,688177.SH,百奥泰
其他生物制品,688180.SH,君实生物-U
其他生物制品,688278.SH,特宝生物
其他生物制品,688293.SH,奥浦迈
其他生物制品,688331.SH,荣昌生物
其他生物制品,688336.SH,三生国健
其他生物制品,688443.SH,智翔金泰-U
其他生物制品,688488.SH,艾迪药业
其他生物制品,688520.SH,神州细胞
其他生物制品,688687.SH,凯因科技
其他生物制品,688806.SH,泰诺麦博-U
其他生物制品,688837.SH,C信诺维
其他生物制品,920047.BJ,诺思兰德
其他生物制品,920344.BJ,三元基因
其他生物制品,920547.BJ,无锡晶海
其他电子Ⅲ,000062.SZ,深圳华强
其他电子Ⅲ,000670.SZ,盈方微
其他电子Ⅲ,001287.SZ,中电港
其他电子Ⅲ,001298.SZ,好上好
其他电子Ⅲ,002130.SZ,沃尔核材
其他电子Ⅲ,002161.SZ,远望谷
其他电子Ⅲ,002388.SZ,新亚制程
其他电子Ⅲ,002729.SZ,好利科技
其他电子Ⅲ,002782.SZ,可立克
其他电子Ⅲ,002859.SZ,洁美科技
其他电子Ⅲ,002885.SZ,京泉华
其他电子Ⅲ,002922.SZ,伊戈尔
其他电子Ⅲ,300131.SZ,英唐智控
其他电子Ⅲ,300184.SZ,力源信息
其他电子Ⅲ,300475.SZ,香农芯创
其他电子Ⅲ,300493.SZ,润欣科技
其他电子Ⅲ,300516.SZ,久之洋
其他电子Ⅲ,300650.SZ,太龙股份
其他电子Ⅲ,300656.SZ,民德电子
其他电子Ⅲ,300736.SZ,百邦科技
其他电子Ⅲ,300991.SZ,创益通
其他电子Ⅲ,301031.SZ,中熔电气
其他电子Ⅲ,301099.SZ,雅创电子
其他电子Ⅲ,301275.SZ,汉朔科技
其他电子Ⅲ,301328.SZ,维峰电子
其他电子Ⅲ,301359.SZ,东南电子
其他电子Ⅲ,301563.SZ,云汉芯城
其他电子Ⅲ,600353.SH,旭光电子
其他电子Ⅲ,603933.SH,睿能科技
其他电子Ⅲ,688093.SH,世华科技
其他电子Ⅲ,688103.SH,国力电子
其他电子Ⅲ,688662.SH,富信科技
其他电子Ⅲ,688800.SH,瑞可达
其他电子Ⅲ,920181.BJ,赛英电子
其他电源设备Ⅲ,002052.SZ,同洲电子
其他电源设备Ⅲ,002227.SZ,*ST特迅
其他电源设备Ⅲ,002335.SZ,科华数据
其他电源设备Ⅲ,002364.SZ,中恒电气
其他电源设备Ⅲ,002366.SZ,融发核电
其他电源设备Ⅲ,002518.SZ,科士达
其他电源设备Ⅲ,002851.SZ,麦格米特
其他电源设备Ⅲ,002951.SZ,金时科技
其他电源设备Ⅲ,300153.SZ,科泰电源
其他电源设备Ⅲ,300376.SZ,易事特
其他电源设备Ⅲ,300491.SZ,通合科技
其他电源设备Ⅲ,300593.SZ,新雷能
其他电源设备Ⅲ,300693.SZ,盛弘股份
其他电源设备Ⅲ,300713.SZ,英可瑞
其他电源设备Ⅲ,300820.SZ,英杰电气
其他电源设备Ⅲ,300870.SZ,欧陆通
其他电源设备Ⅲ,301157.SZ,华塑科技
其他电源设备Ⅲ,301516.SZ,中远通
其他电源设备Ⅲ,301590.SZ,优优绿能
其他电源设备Ⅲ,301669.SZ,高特电子
其他电源设备Ⅲ,600212.SH,绿能慧充
其他电源设备Ⅲ,600405.SH,动力源
其他电源设备Ⅲ,600482.SH,中国动力
其他电源设备Ⅲ,600590.SH,泰豪科技
其他电源设备Ⅲ,688411.SH,海博思创
其他电源设备Ⅲ,688551.SH,科威尔
其他电源设备Ⅲ,688719.SH,爱科赛博
其他电源设备Ⅲ,920110.BJ,雷特科技
其他石化,000637.SZ,茂化实华
其他石化,000819.SZ,岳阳兴长
其他石化,000985.SZ,大庆华科
其他石化,002221.SZ,东华能源
其他石化,002377.SZ,国创高新
其他石化,002408.SZ,齐翔腾达
其他石化,002476.SZ,新叶股份
其他石化,002986.SZ,宇新股份
其他石化,300055.SZ,万邦达
其他石化,300135.SZ,宝利国际
其他石化,300839.SZ,博汇股份
其他石化,600800.SH,渤海化学
其他石化,601233.SH,桐昆股份
其他石化,603798.SH,康普顿
其他种植业,002215.SZ,诺普信
其他种植业,600108.SH,亚盛集团
其他种植业,600359.SH,新农开发
其他种植业,600540.SH,新赛股份
其他种植业,601118.SH,海南橡胶
其他种植业,603336.SH,宏辉果蔬
其他纺织,000955.SZ,欣龙控股
其他纺织,001312.SZ,福恩股份
其他纺织,001390.SZ,古麒绒材
其他纺织,002144.SZ,宏达高科
其他纺织,300819.SZ,聚杰微纤
其他纺织,300877.SZ,金春股份
其他纺织,300918.SZ,南山智尚
其他纺织,301066.SZ,万事利
其他纺织,600156.SH,华升股份
其他纺织,600527.SH,江南高纤
其他纺织,601599.SH,浙文影业
其他纺织,603055.SH,台华新材
其他纺织,603130.SH,云中马
其他纺织,603238.SH,诺邦股份
其他纺织,603889.SH,新澳股份
其他纺织,605180.SH,华生科技
其他能源发电,002616.SZ,长青集团
其他自动化设备,001223.SZ,欧克科技
其他自动化设备,300097.SZ,智云股份
其他自动化设备,300400.SZ,劲拓股份
其他自动化设备,300461.SZ,田中精机
其他自动化设备,300486.SZ,东杰智能
其他自动化设备,300757.SZ,罗博特科
其他自动化设备,300802.SZ,矩子科技
其他自动化设备,301029.SZ,怡合达
其他自动化设备,301312.SZ,智立方
其他自动化设备,301512.SZ,智信精密
其他自动化设备,301568.SZ,思泰克
其他自动化设备,603082.SH,北自科技
其他自动化设备,605186.SH,健麾信息
其他自动化设备,688003.SH,天准科技
其他自动化设备,688097.SH,博众精工
其他自动化设备,688125.SH,安达智能
其他自动化设备,688215.SH,瑞晟智能
其他自动化设备,688306.SH,均普智能
其他自动化设备,688310.SH,迈得医疗
其他自动化设备,688329.SH,艾隆科技
其他自动化设备,688455.SH,科捷智能
其他自动化设备,688623.SH,双元科技
其他自动化设备,688686.SH,奥普特
其他自动化设备,688816.SH,易思维
其他自动化设备,688835.SH,高凯技术
其他自动化设备,920096.BJ,嘉晨智能
其他自动化设备,920125.BJ,鸿仕达
其他自动化设备,920178.BJ,锐翔智能
其他自动化设备,920396.BJ,常辅股份
其他计算机设备,000066.SZ,中国长城
其他计算机设备,000977.SZ,浪潮信息
其他计算机设备,000997.SZ,新大陆
其他计算机设备,001229.SZ,魅视科技
其他计算机设备,001339.SZ,智微智能
其他计算机设备,002152.SZ,广电运通
其他计算机设备,002180.SZ,奔图科技
其他计算机设备,002197.SZ,证通电子
其他计算机设备,002268.SZ,电科网安
其他计算机设备,002376.SZ,新北洋
其他计算机设备,002512.SZ,ST达华
其他计算机设备,002577.SZ,雷柏科技
其他计算机设备,002869.SZ,金溢科技
其他计算机设备,002912.SZ,中新赛克
其他计算机设备,002970.SZ,锐明技术
其他计算机设备,002990.SZ,盛视科技
